mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	6/8	2	1	D.I{		D	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1	0.5	1/4	1/4	6/8	2	1	V43(4)		D	I		V43(4)	V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
1	1	3/2	0.5	3/8	3/8	6/8	2	1	I6		D	I		I6	I		6					M	0	0	4, 1, 0		0	4
1	1	2	0.5	1/2	1/2	6/8	2	1	IV		D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
1	1	5/2	0.5	5/8	5/8	6/8	2	1	V7		D	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	2	3	1.0	0	0	6/8	2	1	I|IAC}{		D	I		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
2	2	4	0.5	1/4	1/4	6/8	2	1	V43(4)		D	I		V43(4)	V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
2	2	9/2	0.5	3/8	3/8	6/8	2	1	I6		D	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	5	0.5	1/2	1/2	6/8	2	1	IV		D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	2	11/2	0.5	5/8	5/8	6/8	2	1	V7		D	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	3	6	0.5	0	0	6/8	2	1	vi|DC}{		D	I		vi	vi					DC	}{	m	0	0	3, 0, 4		3	3
3	3	13/2	0.5	1/8	1/8	6/8	2	1	vi.i		D	vi		i	i							m	0	1	0, -3, 1		0	0
3	3	7	0.5	1/4	1/4	6/8	2	1	V43(4)		D	vi		V43(4)	V		43	4				Mm7	0	1	2, -1, 1, 0		1	2
3	3	15/2	0.5	3/8	3/8	6/8	2	1	i6		D	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
3	3	8	0.5	1/2	1/2	6/8	2	1	iv		D	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
3	3	17/2	0.5	5/8	5/8	6/8	2	1	V7		D	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
4	4	9	1.0	0	0	6/8	2	1	i|IAC}{		D	vi		i	i					IAC	}{	m	0	1	0, -3, 1		0	0
4	4	10	0.5	1/4	1/4	6/8	2	1	V43(4)		D	vi		V43(4)	V		43	4				Mm7	0	1	2, -1, 1, 0		1	2
4	4	21/2	0.5	3/8	3/8	6/8	2	1	i6		D	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
4	4	11	0.5	1/2	1/2	6/8	2	1	iv		D	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
4	4	23/2	0.5	5/8	5/8	6/8	2	1	V7		D	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
5	5	12	1.0	0	0	6/8	2	1	VI|DC}{		D	vi		VI	VI					DC	}{	M	0	1	-4, 0, -3		-4	-4
5	5	13	0.5	1/4	1/4	6/8	2	1	iio64		D	vi		iio64	ii	o	64					o	0	1	-4, 2, -1		2	-4
5	5	27/2	0.5	3/8	3/8	6/8	2	1	V[V(64)		D	vi	V	V(64)	V			64				M	0	1	1, 0, -3		1	1
5	5	14	0.5	1/2	1/2	6/8	2	1	iv6		D	vi	V	iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
5	5	29/2	0.5	5/8	5/8	6/8	2	1	V7		D	vi	V	V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
6	6	15	0.5	0	0	6/8	2	1	V(64)		D	vi	V	V(64)	V			64				M	0	1	1, 0, -3		1	1
6	6	31/2	1.0	1/8	1/8	6/8	2	1	V7]		D	vi	V	V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
6	6	33/2	1.5	3/8	3/8	6/8	2	1	i|PAC}		D	vi		i	i					PAC	}	m	0	1	0, -3, 1		0	0
7	7	18	1.0	0	0	6/8	2	1	I.I{		D	I		I	I						{	M	0	0	0, 4, 1		0	0
7	7	19	0.5	1/4	1/4	6/8	2	1	V43(4)		D	I		V43(4)	V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
7	7	39/2	0.5	3/8	3/8	6/8	2	1	I6		D	I		I6	I		6					M	0	0	4, 1, 0		0	4
